City;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
Inglewood;Female;No;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;88,95;355,2;Yes;1;72;5948;Network reliability
La Habra;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,8;69,8;Yes;1;90;4154;Network reliability
Arcadia;Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;91,4;449,75;Yes;1;78;2834;Network reliability
New Cuyama;Male;Yes;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;20,05;Yes;1;91;3491;Attitude of support person
Chatsworth;Male;No;No;No;43;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,2;3198,6;Yes;1;68;4673;Network reliability
Richgrove;Female;No;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19,9;19,9;Yes;1;73;4633;Attitude of service provider
Shafter;Male;No;Yes;No;14;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;46,35;667,7;Yes;1;76;5360;Attitude of service provider
Stratford;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,95;19,95;Yes;1;83;2051;Attitude of support person
Bloomington;Male;No;No;No;7;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,25;669;Yes;1;99;5267;Network reliability
Oro Grande;Male;No;Yes;No;1;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95;95;Yes;1;82;4489;Network reliability
Ladera Ranch;Male;No;No;No;3;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);101,55;298,35;Yes;1;73;4480;Network reliability
Visalia;Male;No;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,25;19,25;Yes;1;80;5437;Attitude of service provider
Strathmore;Female;No;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,5;837,95;Yes;1;76;2291;Network reliability
Guadalupe;Male;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,8;321,9;Yes;1;71;5882;Network reliability
Soulsbyville;Male;No;Yes;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,35;661,25;Yes;1;93;4533;Network reliability
Santa Rosa;Female;No;No;No;22;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Mailed check;84,3;1855,65;Yes;1;85;5313;Network reliability
Bradley;Female;No;Yes;Yes;17;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;24,1;409,9;Yes;1;86;4648;Attitude of service provider
Lompoc;Female;No;No;Yes;1;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60;60;Yes;1;93;4531;Attitude of service provider
Grizzly Flats;Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,85;790,15;Yes;1;71;3723;Network reliability
Los Alamos;Female;Yes;Yes;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,85;20,85;Yes;1;97;3817;Attitude of support person
Nipomo;Female;No;No;No;39;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;50,75;2011,4;Yes;1;94;4119;Attitude of support person
Oceano;Female;Yes;Yes;No;58;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);105,5;6205,5;Yes;1;100;5067;Attitude of support person
Los Angeles;Male;Yes;No;No;50;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,7;4816,7;Yes;1;73;4287;Network reliability
Solvang;Male;No;Yes;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;54,2;1152,7;Yes;1;87;5102;Attitude of service provider
Templeton;Female;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;109,5;7674,55;Yes;1;100;4191;Attitude of service provider
El Segundo;Male;No;No;No;6;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;94,5;575,45;Yes;1;100;3469;Network reliability
Torrance;Male;No;No;No;21;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;82,35;1852,85;Yes;1;90;2902;Network reliability
Azusa;Female;Yes;Yes;No;47;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;80,35;3825,85;Yes;1;95;5915;Network reliability
San Gabriel;Female;No;Yes;No;8;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101,15;842,9;Yes;1;76;2750;Network reliability
Redlands;Female;No;Yes;No;9;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89,45;853,1;Yes;1;91;4971;Network reliability
Riverside;Female;Yes;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,55;69,55;Yes;1;67;5948;Network reliability
Camarillo;Female;Yes;Yes;No;3;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;83,9;267,4;Yes;1;68;3464;Network reliability
Napa;Female;Yes;Yes;No;26;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;93,85;2381,55;Yes;1;86;2591;Network reliability
Oakland;Male;No;Yes;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;99,45;4138,05;Yes;1;96;4624;Network reliability
Morgan Hill;Male;Yes;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,45;2653,65;Yes;1;71;2233;Network reliability
Badger;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,6;20,6;Yes;1;90;3618;Attitude of service provider
Modesto;Male;No;Yes;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,1;659,65;Yes;1;92;2457;Network reliability
Santa Rosa;Male;Yes;No;No;43;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;89,55;3856,75;Yes;1;73;3802;Network reliability
Gridley;Male;No;No;No;44;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;100,55;4398,15;Yes;1;81;3486;Network reliability
Redding;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,65;69,65;Yes;1;67;5258;Network reliability
Madera;Female;Yes;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);96,55;6581,9;Yes;1;86;5957;Attitude of service provider
Riverdale;Female;No;No;No;39;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;95,55;3692,85;Yes;1;73;2767;Attitude of service provider
Mineral;Female;Yes;No;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,75;4323,45;Yes;1;79;2984;Network reliability
Sierra City;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,85;70,85;Yes;1;72;2874;Network reliability
Torrance;Male;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;100,6;5746,15;Yes;1;74;5247;Network reliability
Paramount;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;85;85;Yes;1;93;2650;Network reliability
Panorama City;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,8;620,35;Yes;1;66;3780;Network reliability
Fresno;Female;No;No;No;13;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35,1;446,1;Yes;1;79;3104;Attitude of service provider
South El Monte;Female;No;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;91,65;1301;Yes;1;65;4304;Network reliability
Salinas;Female;No;No;Yes;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19,6;35,85;Yes;1;66;2843;Attitude of support person
Alpine;Male;Yes;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,5;606,55;Yes;1;80;4345;Poor expertise of online support
San Diego;Female;No;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);80,25;846;Yes;1;85;3598;Poor expertise of online support
Twentynine Palms;Female;Yes;No;No;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108,15;4600,7;Yes;1;86;2833;Poor expertise of online support
Greenfield;Male;No;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,4;44,4;Yes;1;82;4067;Attitude of service provider
Jolon;Female;Yes;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,7;2187,55;Yes;1;82;4078;Poor expertise of online support
Tahoe Vista;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,6;69,6;Yes;1;74;2151;Poor expertise of online support
Glencoe;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,85;69,85;Yes;1;97;4548;Poor expertise of online support
Castella;Female;No;Yes;No;31;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;91,15;2995,45;Yes;1;83;5219;Poor expertise of online support
Portola Valley;Male;Yes;No;No;70;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;45,25;3264,45;Yes;1;97;5824;Attitude of service provider
Chula Vista;Female;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,05;318,5;Yes;1;74;3368;Poor expertise of online support
California Hot Springs;Male;No;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,95;529,5;Yes;1;90;3296;Poor expertise of online support
Oakland;Male;No;Yes;No;7;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;89,75;608,8;Yes;1;90;3807;Poor expertise of online support
Sutter Creek;Female;No;No;No;45;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);89,3;4016,85;Yes;1;97;4880;Poor expertise of online support
Long Beach;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,2;69,2;Yes;1;81;2637;Poor expertise of online support
Long Beach;Male;No;No;Yes;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;95;655,5;Yes;1;94;2786;Poor expertise of phone support
San Francisco;Male;No;Yes;Yes;5;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);25,9;135;Yes;1;83;2102;Moved
San Francisco;Male;No;No;No;24;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);55,65;1400,55;Yes;1;97;4126;Competitor had better devices
Burbank;Male;No;No;Yes;1;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;84,6;84,6;Yes;1;66;2484;Poor expertise of phone support
Huntington Beach;Male;No;Yes;No;39;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Mailed check;86,3;3266;Yes;1;98;3364;Poor expertise of phone support
Westmorland;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;71,35;71,35;Yes;1;77;2619;Poor expertise of phone support
San Francisco;Female;No;No;No;53;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);106,95;5785,5;Yes;1;90;5550;Competitor had better devices
San Francisco;Male;No;No;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;29,6;79,45;Yes;1;76;2734;Competitor had better devices
San Francisco;Male;Yes;Yes;No;46;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);59,9;2816,65;Yes;1;80;4011;Competitor offered higher download speeds
Lockwood;Female;Yes;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,4;1581,2;Yes;1;80;2688;Poor expertise of phone support
Palo Alto;Male;No;No;No;11;No;No phone service;DSL;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;41,6;470,6;Yes;1;81;3119;Competitor offered higher download speeds
San Diego;Male;Yes;Yes;No;46;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101;4680,05;Yes;1;88;2436;Poor expertise of phone support
Angwin;Male;No;Yes;Yes;37;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);40,2;1448,8;Yes;1;80;3627;Competitor offered more data
Inyokern;Female;No;Yes;No;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;84,85;3303,05;Yes;1;99;5764;Poor expertise of phone support
Hathaway Pines;Male;No;No;No;12;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);81,7;858,6;Yes;1;76;2850;Poor expertise of phone support
Clayton;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,2;20,2;Yes;1;99;5418;Competitor made better offer
Douglas City;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,95;137,95;Yes;1;94;5390;Poor expertise of phone support
Albany;Male;No;Yes;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,15;1139,2;Yes;1;100;4550;Poor expertise of phone support
Walnut Grove;Female;No;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,3;74,3;Yes;1;69;5996;Poor expertise of phone support
Beverly Hills;Female;No;No;Yes;9;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;94,4;857,25;Yes;1;96;5571;Price too high
Whittier;Female;No;Yes;Yes;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,25;1064,65;Yes;1;87;5998;Price too high
Altadena;Female;No;Yes;Yes;20;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;82,4;1592,35;Yes;1;86;5719;Price too high
Pope Valley;Female;No;Yes;No;9;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;48,75;442,2;Yes;1;97;4359;Lack of affordable download/upload speed
Glendale;Female;No;No;Yes;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;79,25;1111,65;Yes;1;73;5142;Price too high
Port Costa;Male;No;No;No;12;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;56,65;654,85;Yes;1;90;3043;Extra data charges
Rodeo;Female;No;No;No;42;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);73,9;3160,55;Yes;1;71;2774;Price too high
Saint Helena;Female;No;Yes;No;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,5;740,3;Yes;1;77;5194;Product dissatisfaction
Boulevard;Male;Yes;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,1;1712,7;Yes;1;98;2018;Price too high
Oceanside;Female;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,85;511,25;Yes;1;67;2473;Price too high
San Diego;Male;No;No;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);96,5;492,55;Yes;1;98;5383;Price too high
Oakland;Male;Yes;No;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,2;102,5;Yes;1;72;4694;Don't know
Oakland;Female;No;No;No;12;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;No;Mailed check;74,05;872,65;Yes;1;94;4149;Don't know
Emeryville;Female;Yes;No;No;15;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);55;757,1;Yes;1;94;3167;Don't know
Idyllwild;Female;No;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;80,5;502,85;Yes;1;98;5032;Price too high
Los Altos;Female;No;No;No;6;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;83,9;497,55;Yes;1;97;3962;Price too high
Mountain View;Female;No;Yes;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;100,55;6215,35;Yes;1;79;5413;Price too high
Mountain View;Male;No;Yes;No;50;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,85;5017,9;Yes;1;100;5812;Price too high
Richmond;Male;No;Yes;No;65;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);72,45;4653,85;Yes;1;68;4415;Competitor offered more data
San Bruno;Female;No;No;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);98,9;1120,95;Yes;1;71;5559;Price too high
South San Francisco;Female;No;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);98,3;923,5;Yes;1;81;2954;Price too high
Sunnyvale;Male;No;No;No;17;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;93,85;1625,65;Yes;1;93;4940;Price too high
San Francisco;Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,5;918,6;Yes;1;70;4038;Price too high
Olema;Male;No;No;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;108,45;7176,55;Yes;1;65;4454;Competitor offered higher download speeds
San Francisco;Male;Yes;No;No;10;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;72,85;688,65;Yes;1;99;3189;Price too high
San Francisco;Male;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,55;73,55;Yes;1;94;4369;Price too high
Aptos;Female;No;No;No;43;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);49,05;2076,2;Yes;1;92;4044;Competitor offered more data
Dinuba;Female;No;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);90;1527,35;Yes;1;97;2708;Price too high
South Dos Palos;Male;Yes;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);93,85;5574,75;Yes;1;85;5390;Price too high
Campbell;Male;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;110,85;7491,75;Yes;1;74;4281;Competitor made better offer
Cupertino;Female;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114,2;7723,9;Yes;1;73;5947;Price too high
Davenport;Male;Yes;Yes;No;27;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);36,5;1032;Yes;1;93;4564;Product dissatisfaction
Marina;Male;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,5;69,5;Yes;1;77;3273;Price too high
Hollister;Male;No;No;No;3;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;40,15;130,75;Yes;1;75;4710;Lack of self-service on Website
San Francisco;Male;Yes;No;No;25;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;105,95;2655,25;Yes;1;100;4283;Price too high
San Mateo;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,05;231,8;Yes;1;67;2930;Price too high
Watsonville;Male;No;No;No;1;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;45,3;45,3;Yes;1;69;4954;Lack of affordable download/upload speed
Saint Helena;Female;No;No;No;33;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,35;2757,85;Yes;1;66;5456;Price too high
San Jose;Female;No;No;Yes;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,55;480,6;Yes;1;89;4162;Extra data charges
San Jose;Male;No;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;23,45;23,45;Yes;1;90;4517;Price too high
San Jose;Male;No;No;No;1;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;29,7;29,7;Yes;1;74;3383;Product dissatisfaction
Berkeley;Female;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);70,05;266,9;Yes;1;89;3600;Price too high
San Jose;Female;No;No;No;3;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,65;151,3;Yes;1;76;2876;Lack of self-service on Website
San Jose;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,4;55,4;Yes;1;70;2294;Network reliability
Planada;Male;No;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);94,7;2362,1;Yes;1;82;5641;Price too high
Branscomb;Female;Yes;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,25;69,25;Yes;1;87;4568;Price too high
Gasquet;Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,25;331,9;Yes;1;89;3684;Price too high
Acampo;Female;No;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);111,25;5916,45;Yes;1;90;4861;Competitor offered more data
Angels Camp;Male;No;No;No;2;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;55,1;113,35;Yes;1;70;4235;Competitor made better offer
Citrus Heights;Female;Yes;No;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,4;2276,95;Yes;1;90;2091;Price too high
